datestr,coin_id,symbol,count,net_sentiment,positive_sentiment,positive_sentiment_weighted,neutral_sentiment,negative_sentiment,negative_sentiment_weighted,net_sentiment_weighted,total_tweets_weight
2020-10-16,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,16.353828964238488
2020-10-19,basic-attention-token,BAT,7,6,6,35.20878680519514,1,0,0.0,35.20878680519514,40.660063126607966
2020-10-21,basic-attention-token,BAT,4,1,1,5.451276321412829,3,0,0.0,5.451276321412829,21.805105285651315
2020-10-22,basic-attention-token,BAT,2,1,1,6.701840759771909,1,0,0.0,6.701840759771909,13.403681519543818
2020-10-23,basic-attention-token,BAT,2,1,1,5.451276321412829,1,0,0.0,5.451276321412829,10.902552642825658
2020-10-26,basic-attention-token,BAT,1,1,1,5.451276321412829,0,0,0.0,5.451276321412829,5.451276321412829
2020-10-27,basic-attention-token,BAT,4,0,0,0.0,4,0,0.0,0.0,23.055669724010396
2020-10-28,basic-attention-token,BAT,20,1,1,5.451276321412829,19,0,0.0,5.451276321412829,110.27609086661569
2020-10-29,basic-attention-token,BAT,9,0,1,5.451276321412829,7,1,5.451276321412829,0.0,49.06148689271545
2020-10-30,basic-attention-token,BAT,6,2,2,10.902552642825658,4,0,0.0,10.902552642825658,32.70765792847697
2020-10-31,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,16.353828964238488
2020-11-01,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-11-02,basic-attention-token,BAT,6,5,5,29.757510483782305,1,0,0.0,29.757510483782305,35.20878680519513
2020-11-03,basic-attention-token,BAT,9,0,1,5.451276321412829,7,1,5.451276321412829,0.0,49.06148689271545
2020-11-05,basic-attention-token,BAT,4,0,0,0.0,4,0,0.0,0.0,23.055669724010393
2020-11-06,basic-attention-token,BAT,6,1,1,5.451276321412829,5,0,0.0,5.451276321412829,32.70765792847697
2020-11-09,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-11-12,basic-attention-token,BAT,5,1,1,6.701840759771909,4,0,0.0,6.701840759771909,31.008074922141383
2020-11-13,basic-attention-token,BAT,4,1,1,5.451276321412829,3,0,0.0,5.451276321412829,21.805105285651315
2020-11-14,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-11-19,basic-attention-token,BAT,1,1,1,6.701840759771909,0,0,0.0,6.701840759771909,6.701840759771909
2020-11-20,basic-attention-token,BAT,10,3,3,16.353828964238488,7,0,0.0,16.353828964238488,54.51276321412828
2020-11-24,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-11-25,basic-attention-token,BAT,21,1,1,5.451276321412829,20,0,0.0,5.451276321412829,114.47680274966945
2020-11-26,basic-attention-token,BAT,24,-1,1,5.451276321412829,21,2,10.902552642825658,-5.451276321412829,130.83063171390793
2020-11-27,basic-attention-token,BAT,7,1,1,5.451276321412829,6,0,0.0,5.451276321412829,38.158934249889796
2020-11-29,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-11-30,basic-attention-token,BAT,2,1,1,6.701840759771909,1,0,0.0,6.701840759771909,13.403681519543818
2020-12-01,basic-attention-token,BAT,4,1,1,5.451276321412829,3,0,0.0,5.451276321412829,21.805105285651315
2020-12-02,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,6.701840759771909
2020-12-03,basic-attention-token,BAT,8,3,3,16.353828964238488,5,0,0.0,16.353828964238488,44.86077500966171
2020-12-04,basic-attention-token,BAT,5,2,2,12.153117081184739,3,0,0.0,12.153117081184739,29.7575104837823
2020-12-07,basic-attention-token,BAT,1,1,1,6.701840759771909,0,0,0.0,6.701840759771909,6.701840759771909
2020-12-09,basic-attention-token,BAT,3,1,1,5.451276321412829,2,0,0.0,5.451276321412829,16.353828964238488
2020-12-10,basic-attention-token,BAT,8,1,1,5.451276321412829,7,0,0.0,5.451276321412829,44.8607750096617
2020-12-12,basic-attention-token,BAT,6,2,2,10.902552642825658,4,0,0.0,10.902552642825658,32.70765792847697
2020-12-17,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-12-18,basic-attention-token,BAT,7,2,2,10.902552642825658,5,0,0.0,10.902552642825658,38.158934249889796
2020-12-19,basic-attention-token,BAT,5,1,1,5.451276321412829,4,0,0.0,5.451276321412829,27.256381607064142
2020-12-22,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2021-01-06,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,17.604393402597566
2021-01-07,basic-attention-token,BAT,16,1,1,5.451276321412829,15,0,0.0,5.451276321412829,89.72155001932343
2021-01-08,basic-attention-token,BAT,6,2,2,10.902552642825658,4,0,0.0,10.902552642825658,32.70765792847697
2021-01-11,basic-attention-token,BAT,5,1,2,10.902552642825658,2,1,5.451276321412829,5.451276321412829,27.256381607064142
2021-01-12,basic-attention-token,BAT,5,2,2,10.902552642825658,3,0,0.0,10.902552642825658,27.256381607064142
2021-01-13,basic-attention-token,BAT,7,2,2,10.902552642825658,5,0,0.0,10.902552642825658,38.158934249889796
2021-01-14,basic-attention-token,BAT,7,4,4,23.055669724010393,3,0,0.0,23.055669724010393,39.409498688248874
2021-01-15,basic-attention-token,BAT,3,1,1,5.451276321412829,2,0,0.0,5.451276321412829,16.353828964238488
2021-01-19,basic-attention-token,BAT,25,14,14,80.06956181485684,11,0,0.0,80.06956181485684,141.2841657887571
2021-01-20,basic-attention-token,BAT,7,2,2,10.902552642825658,5,0,0.0,10.902552642825658,40.66006312660796
2021-01-22,basic-attention-token,BAT,9,1,1,5.451276321412829,8,0,0.0,5.451276321412829,50.312051331074535
2021-01-25,basic-attention-token,BAT,2,1,1,5.451276321412829,1,0,0.0,5.451276321412829,10.902552642825658
2021-01-26,basic-attention-token,BAT,17,8,8,43.61021057130262,9,0,0.0,43.61021057130262,93.92226190237719
2021-01-27,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2021-01-28,basic-attention-token,BAT,20,13,13,70.86659217836677,7,0,0.0,70.86659217836677,109.02552642825661
2021-01-29,basic-attention-token,BAT,2,1,1,5.451276321412829,1,0,0.0,5.451276321412829,10.902552642825658
2021-02-01,basic-attention-token,BAT,2,1,1,5.451276321412829,1,0,0.0,5.451276321412829,10.902552642825658
2021-02-02,basic-attention-token,BAT,30,12,12,67.9164447336721,18,0,0.0,67.9164447336721,167.2899829574621
2021-02-03,basic-attention-token,BAT,7,3,3,16.353828964238488,4,0,0.0,16.353828964238488,38.158934249889796
2021-02-05,basic-attention-token,BAT,5,0,0,0.0,5,0,0.0,0.0,28.50694604542322
2021-02-08,basic-attention-token,BAT,6,0,0,0.0,6,0,0.0,0.0,35.20878680519513
2021-02-10,basic-attention-token,BAT,6,0,0,0.0,6,0,0.0,0.0,32.70765792847697
